scaffold,length,breadth,coverage,median_cov,std_cov,bases_w_0_coverage,mean_clonality,median_clonality,mean_microdiversity,median_microdiversity,rarefied_mean_microdiversity,rarefied_median_microdiversity,unmaskedBreadth,rarefied_breadth,expected_breadth,SNPs,Reference_SNPs,BiAllelic_SNPs,MultiAllelic_SNPs,consensus_SNPs,population_SNPs,conANI,popANI,Run,genome
NC_045512.2,29903,0.9973246831421596,3251.6289335518177,2886,2113.1023873085583,80,0.9991886278601492,0.999734342098236,0.000811372139850941,0.000265657901763916,0.0008034915774526308,0.0,0.9890312008828546,0.9884626960505636,1.0,10,5,5,0,6,5,0.999797125950972,0.9998309382924768,SRR11513116,MT039887.1
NC_045512.2,29903,0.9979935123566196,2872.199979935124,2451,1904.7762896057209,60,0.9991753009764152,1.0,0.0008246990235847296,0.0,0.0007138237799768633,0.0,0.9889643179614086,0.9884626960505636,1.0,13,8,5,0,8,8,0.9997294829743348,0.9997294829743348,SRR11513117,MT039887.1
NC_045512.2,29903,0.992341905494432,3239.2649232518474,2774,2468.85157717754,229,0.9993912340557144,1.0,0.0006087659442856053,0.0,0.0005914755165576935,0.0,0.9887636691970704,0.9791659699695684,1.0,12,9,3,0,9,9,0.9996956065884264,0.9996956065884264,SRR11513118,MT039887.1
NC_045512.2,29903,0.9978597465137278,54.41233321071464,29,74.50596539939632,64,0.993981096391572,1.0,0.00601890360842805,0.0,0.0069933368308892074,0.0,0.9909708056047888,0.2810420359161288,1.0,203,7,177,19,10,7,0.9996625383862584,0.999763776870381,SRR11508492,MT039887.1
NC_045512.2,29903,0.9978263050530048,4371.294385178745,3247,4055.716775829745,65,0.9989740672831964,0.9997838735580444,0.0010259327168036236,0.0002161264419555664,0.000983838229911993,0.0,0.9957863759489014,0.9716750827676152,1.0,27,7,20,0,12,7,0.9995970043993686,0.9997649192329652,SRR11491744,MT039887.1
NC_045512.2,29903,0.9982610440424038,4536.234090225061,3976,3207.662217528726,52,0.9989301513992616,0.9994438886642456,0.0010698486007384431,0.0005561113357543945,0.0010186964415878077,0.0,0.9888639935792396,0.9880613985218876,1.0,6,6,0,0,6,6,0.9997970916469394,0.9997970916469394,SRR11491745,MT039887.1
NC_045512.2,29903,0.9888639935792396,4244.142795037287,2072,5172.128778443303,333,0.9984965858480036,1.0,0.0015034141519963964,0.0,0.00102307200605134,0.0,0.9731799485001504,0.9201083503327424,1.0,61,3,53,5,10,3,0.9996563691969348,0.9998969107590804,SRR11491746,MT039887.1
NC_045512.2,29903,0.9975253319064976,4279.933652141925,3232,3878.884484652591,74,0.9989072931246016,0.9997669756412506,0.0010927068753984193,0.00023302435874938965,0.0009707213931950953,0.0,0.9883958131291176,0.9671939270307328,1.0,11,9,2,0,9,9,0.9996954933008526,0.9996954933008526,SRR11491747,MT039887.1
NC_045512.2,29903,0.9965889710062537,2069.036150219041,1470,1912.7061514656966,102,0.9988653051849145,1.0,0.0011346948150855465,0.0,0.0009632603519785787,0.0,0.9878607497575496,0.9699361268100192,1.0,22,4,17,1,5,4,0.9998307379823969,0.9998645903859174,SRR11491748,MT039887.1
NC_045512.2,29903,0.9942480687556432,1780.5069725445608,1492,1395.9844540694635,172,0.9990454681715184,1.0,0.0009545318284817084,0.0,0.0008811159473298691,0.0,0.9875932180717654,0.9782296090693241,1.0,8,1,7,0,2,1,0.9999322768522281,0.999966138426114,SRR11491749,MT039887.1
NC_045512.2,29903,0.9890646423435776,2292.445574022673,1504,2513.1999546550437,327,0.9988629921273832,1.0,0.0011370078726168351,0.0,0.0009296078977545363,0.0,0.9781961676086012,0.9251580109019162,1.0,38,4,32,2,5,4,0.9998290656729684,0.9998632525383748,SRR11491750,MT039887.1
NC_045512.2,29903,0.9978931879744508,1829.166571915861,1628,1266.7746537773296,63,0.9989502849492584,1.0,0.0010497150507414732,0.0,0.0009838057468067873,0.0,0.9888639935792396,0.9783968163729392,1.0,9,8,1,0,8,8,0.9997294555292526,0.9997294555292526,SRR11491751,MT039887.1
NC_045512.2,29903,0.9896331471758686,3348.637895863292,2771,2742.426577771224,310,0.9990204112887624,1.0,0.0009795887112376,0.0,0.0008742274864521615,0.0,0.9891984081864696,0.969534829281343,1.0,24,9,15,0,9,9,0.9996957403651116,0.9996957403651116,SRR11491752,MT039887.1
NC_045512.2,29903,0.9889643179614086,3944.6601678761326,2245,4906.8211063903245,330,0.9985036370559304,1.0,0.0014963629440697401,0.0,0.0014320664082005938,0.0,0.9799685650269204,0.9563254522957564,1.0,112,7,104,1,9,7,0.9996928746928748,0.9997611247611248,SRR11491753,MT039887.1
NC_045512.2,29903,0.9982276025816808,3342.595057352105,2930,2138.291849075146,53,0.9991417173806948,0.9995723962783812,0.0008582826193049843,0.00042760372161865234,0.0007771027814923447,0.0,0.9890980838043004,0.9884626960505636,1.0,8,7,1,0,8,7,0.9997295195591168,0.9997633296142272,SRR11491754,MT039887.1
NC_045512.2,29903,0.9983613684245728,2601.8846269605056,2307,1687.5465258952904,49,0.9992169685190341,1.0,0.0007830314809661454,0.0,0.0007231858310879912,0.0,0.9893321740293616,0.9884292545898404,1.0,7,7,0,0,7,7,0.9997633856138454,0.9997633856138454,SRR11491755,MT039887.1
NC_045512.2,29903,0.9900678861652678,3819.3545798080463,2810,3729.722904591612,297,0.9983632085417128,0.9998520612716676,0.0016367914582873233,0.00014793872833251953,0.0014109881008853573,0.0,0.9886299033541786,0.9562585693743104,1.0,17,4,13,0,4,4,0.9998646957345332,0.9998646957345332,SRR11491756,MT039887.1
NC_045512.2,29903,0.9898672374009296,5086.0553790589565,2838,6680.633089522139,303,0.9985134483518586,1.0,0.0014865516481413765,0.0,0.0011299754984046562,0.0,0.9730461826572584,0.938133297662442,1.0,78,6,69,3,6,6,0.9997937931745541,0.9997937931745541,SRR11491757,MT039887.1
NC_045512.2,29903,0.9802360967127044,3104.749556900645,1577,4115.720718877412,591,0.9985764466574548,1.0,0.0014235533425449587,0.0,0.001169212521672458,0.0,0.9731799485001504,0.8976356887268836,1.0,89,8,77,4,8,8,0.9997250953575478,0.9997250953575478,SRR11491758,MT039887.1
NC_045512.2,29903,0.985285757281878,3503.9956860515667,2116,4042.6768081583427,440,0.9985374576590772,1.0,0.001462542340922912,0.0,0.0011434711425114539,0.0,0.9725445607464134,0.9275992375346956,1.0,57,6,47,4,6,6,0.9997936868165876,0.9997936868165876,SRR11491759,MT039887.1
NC_045512.2,29903,0.9954854028023944,2797.480520349129,2341,2206.147038918485,135,0.999105084794772,0.999759703874588,0.0008949152052281084,0.0002402961254119873,0.0008622193590552829,0.0,0.9891984081864696,0.9885295789720095,1.0,7,4,3,0,4,4,0.9998647734956052,0.9998647734956052,SRR11491760,MT039887.1
NC_045512.2,29903,0.5048322910744741,2739.041801825904,1,7585.053999501823,14807,0.9968221641412388,1.0,0.00317783585876108,0.0,0.0011566698110835327,0.0,0.4442698057051132,0.40286927733003375,1.0,90,28,55,7,50,30,0.996236356793376,0.9977418140760256,SRR11491761,MT039887.1
NC_045512.2,29903,0.9885295789720095,4261.897401598502,1950,5480.882880347511,343,0.9989003166073944,1.0,0.001099683392605466,0.0,0.0009513722738112572,0.0,0.9658228271410896,0.9029528809818412,1.0,36,5,27,4,5,5,0.9998268758006994,0.9998268758006994,SRR11491762,MT039887.1
NC_045512.2,29903,0.9954854028023944,2830.979767916262,2429,2246.8775264411256,135,0.9989963058180829,1.0,0.0010036941819172585,0.0,0.0008942311737107912,0.0,0.9876266595324884,0.9715413169247232,1.0,10,9,1,0,9,9,0.9996952561541328,0.9996952561541328,SRR11491763,MT039887.1
NC_045512.2,29903,0.6522088084807545,1342.3985218874361,107,2745.84205657683,10400,0.9980410119854972,1.0,0.0019589880145027827,0.0,0.0008049080670184949,0.0,0.5837541383807645,0.5232919773935726,1.0,54,15,35,4,25,18,0.9985678276810266,0.9989688359303392,SRR11491764,MT039887.1
NC_045512.2,29903,0.9990970805604787,2916.8134300906263,2608,1787.9663000615308,27,0.9991726804562744,0.9997288584709167,0.0008273195437256131,0.00027114152908325195,0.0006512976101715751,0.0,0.9977259806708356,0.9884292545898404,1.0,9,8,1,0,8,8,0.999731858555388,0.999731858555388,SRR11491765,MT039887.1
NC_045512.2,29903,0.9896331471758686,2836.5296792963923,2133,2740.579603002302,310,0.999010641308036,1.0,0.0009893586919640374,0.0,0.0007884794612599277,0.0,0.9857873791927232,0.9381667391231652,1.0,23,7,16,0,8,7,0.9997286111676504,0.9997625347716942,SRR11491766,MT039887.1
NC_045512.2,29903,0.6827743035815804,3210.023743437113,65,7421.251654504858,9486,0.996614119862192,1.0,0.0033858801378079395,0.0,0.001274461960684814,0.0,0.5710463833060228,0.5033608668026619,1.0,106,17,79,10,41,22,0.9975989693136564,0.9987116420707426,SRR11491767,MT039887.1
NC_045512.2,29903,0.5901414573788583,2078.6247199277664,1,5398.722907288618,12256,0.9957225684204728,1.0,0.004277431579527202,0.0,0.0013349760842322755,0.0,0.4334682138915828,0.4180182590375547,1.0,108,22,73,13,46,25,0.9964511649436816,0.9980712852954792,SRR11491768,MT039887.1
NC_045512.2,29903,0.9986623415710798,3309.574758385447,2946,2070.2441267866907,40,0.9990627833439072,0.9995217621326448,0.0009372166560929207,0.0004782378673553467,0.0007601314042399165,0.0,0.9948165735879344,0.9884292545898404,1.0,11,8,3,0,8,8,0.99973107435794,0.99973107435794,SRR11491769,MT039887.1
NC_045512.2,29903,0.9971240343778216,7729.673243487276,4649,9306.06660925126,86,0.9989659454945896,0.9997727870941162,0.0010340545054104977,0.00022721290588378906,0.0009453617877669408,0.0,0.9856870548105541,0.9689997659097752,1.0,33,11,21,1,11,11,0.999626802374894,0.999626802374894,SRR11491770,MT039887.1
NC_045512.2,29903,0.8372738521218607,6612.450924656389,863,12503.890421173202,4866,0.9969036105664832,1.0,0.0030963894335168662,0.0,0.0015459629522412974,0.0,0.7831321272113166,0.7069859211450357,1.0,124,18,89,17,43,21,0.9981638056196088,0.9991032539072509,SRR11491771,MT039887.1
NC_045512.2,29903,0.9874928936895964,3746.3015750928002,1891,5006.027082514403,374,0.9987117426710664,1.0,0.001288257328933562,0.0,0.0010655439899914796,0.0,0.977259806708357,0.9133866167274186,1.0,55,5,48,2,8,5,0.999726243027752,0.9998289018923452,SRR11491772,MT039887.1
NC_045512.2,29903,0.9893990569508077,3284.9842156305385,518,5209.401230105188,317,0.9971815430027376,1.0,0.002818456997262464,0.0,0.002497665708843466,0.0,0.9642510784871084,0.8308196502023208,1.0,73,7,65,1,7,7,0.9997572310466808,0.9997572310466808,SRR11494509,MT039887.1
NC_045512.2,29903,0.9976590977493895,3054.181921546333,2907,1513.6938369040515,70,0.99728133639017,0.9984646141529084,0.002718663609829864,0.0015353858470916748,0.0026756653933492913,0.0,0.9971574758385446,0.9969902685349296,1.0,10,9,1,0,9,9,0.9996981688912736,0.9996981688912736,SRR11494510,MT039887.1
NC_045512.2,29903,0.9972243587599906,2515.2494064140724,2246,1665.0578218416754,83,0.9974829219251689,0.9988067448139192,0.002517078074831259,0.0011932551860809324,0.0024396237893227197,0.0,0.9970905929170988,0.9803698625555964,1.0,16,5,11,0,5,5,0.9998323048027904,0.9998323048027904,SRR11494511,MT039887.1
NC_045512.2,29903,0.9379660903588268,26.83446476942113,15,75.1657167960257,1855,0.9984637323182841,1.0,0.001536267681715886,0.0,0.0009233867822031617,0.0,0.8192154633314384,0.07306959167976458,0.999999999948777,18,8,10,0,8,8,0.9996734293995184,0.9996734293995184,SRR11494512,MT039887.1
NC_045512.2,29903,0.9975587733672208,3441.770892552587,3166,2115.2216364627675,73,0.9979079489075235,0.9988409280776978,0.0020920510924764546,0.001159071922302246,0.0017905817129423296,0.0,0.9899675617830986,0.9806708357021034,1.0,15,5,10,0,5,5,0.9998310981995068,0.9998310981995068,SRR11494513,MT039887.1
NC_045512.2,29903,0.9971909172992676,2251.8411865030266,2063,1522.4381449899233,84,0.9979346967575996,0.9993322491645812,0.0020653032424003963,0.0006677508354187013,0.0017894312187631824,0.0,0.9892987325686388,0.9555562986991272,1.0,38,6,31,1,6,6,0.9997971808133048,0.9997971808133048,SRR11494514,MT039887.1
NC_045512.2,29903,0.9978597465137278,3135.128682740861,2922,1674.2223447461072,64,0.9975155740301802,0.9986140131950378,0.002484425969819793,0.0013859868049621582,0.002279249722374144,0.0,0.9973246831421596,0.9925759957194932,1.0,14,9,5,0,11,9,0.9996311571605808,0.9996982194950206,SRR11494515,MT039887.1
NC_045512.2,29903,0.9974918904457748,2990.61886767214,2882,1465.1664488531765,75,0.9968163441808916,0.9985654056072236,0.003183655819108289,0.0014345943927764893,0.00310694535634648,0.0,0.9971574758385446,0.9967561783098686,1.0,9,7,2,0,7,7,0.9997652424709906,0.9997652424709906,SRR11494516,MT039887.1
NC_045512.2,29903,0.9976256562886668,3284.122429187707,3071,1672.5024785956214,71,0.9973931668341938,0.9985613822937012,0.0026068331658062327,0.001438617706298828,0.002499178615246733,0.0,0.9971909172992676,0.9969902685349296,1.0,8,7,1,0,7,7,0.9997652503437404,0.9997652503437404,SRR11494517,MT039887.1
NC_045512.2,29903,0.9972912416814368,3136.7119352573322,2988,1749.0004553851636,81,0.9970460161366826,0.9986437261104584,0.0029539838633173554,0.001356273889541626,0.002710016533235549,0.0,0.9970905929170988,0.9759221482794368,1.0,21,7,13,1,9,7,0.9996981486450228,0.9997652267239068,SRR11494518,MT039887.1
NC_045512.2,29903,0.9900678861652678,4599.744105942547,4411,3415.3529661641937,297,0.9979715146200301,0.9992334246635436,0.0020284853799701352,0.0007665753364562987,0.0018256314620487266,0.0,0.9810721332307796,0.9801023308698124,1.0,43,5,38,0,5,5,0.9998295667587006,0.9998295667587006,SRR11494519,MT039887.1
NC_045512.2,29903,0.9971909172992676,3158.5518844263115,2979,1649.1287604783838,84,0.997109821659488,0.9985744953155518,0.002890178340511973,0.0014255046844482422,0.002805622128292273,0.0,0.9970905929170988,0.9969902685349296,1.0,8,5,3,0,6,5,0.9997987657633486,0.9998323048027904,SRR11494520,MT039887.1
NC_045512.2,29903,0.9973581246028826,3089.608433936395,2876,1891.675563697142,79,0.9979379959274528,0.9988193511962892,0.002062004072547197,0.0011806488037109375,0.001808178836880669,0.0,0.9970905929170988,0.9829782964919908,1.0,22,9,13,0,9,9,0.9996981486450228,0.9996981486450228,SRR11494521,MT039887.1
NC_045512.2,29903,0.9975253319064976,3260.617964752701,2976,2273.022850456068,74,0.9979421315197852,0.999078333377838,0.0020578684802149416,0.0009216666221618652,0.0019428652592543558,0.0,0.9892987325686388,0.9760559141223288,1.0,31,4,26,1,4,4,0.99986478720887,0.99986478720887,SRR11494522,MT039887.1
NC_045512.2,29903,0.9969902685349296,509.1353710330066,449,361.58764366568505,90,0.9981003314285825,1.0,0.0018996685714176567,0.0,0.0016575926436126491,0.0,0.9913052202120188,0.9350901247366484,1.0,40,0,40,0,7,0,0.9997638565597274,1.0,SRR11494523,MT039887.1
NC_045512.2,29903,0.9977928635922816,3390.340668160385,3060,2208.270678785548,66,0.9979543428536248,0.9991515278816224,0.002045657146374947,0.0008484721183776855,0.0018425380600087804,0.0,0.9908370397618969,0.9782964919907702,1.0,29,13,16,0,15,13,0.9994937392419592,0.9995612406763644,SRR11494524,MT039887.1
NC_045512.2,29903,0.9499381332976624,4072.850215697422,2330,4878.478305524278,1497,0.9959283197413792,0.9995585680007936,0.004071680258620924,0.00044143199920654297,0.0021477943895535927,0.0,0.9196401698826204,0.8201852656924055,1.0,173,4,156,13,49,7,0.9982181818181818,0.9997454545454544,SRR11494525,MT039887.1
NC_045512.2,29903,0.9970571514563756,1411.4033374577805,1304,958.6908532839186,88,0.9979842131420512,1.0,0.002015786857948787,0.0,0.0016962018681295765,0.0,0.9889308765006856,0.9394040731699158,1.0,25,6,18,1,6,6,0.9997971053699446,0.9997971053699446,SRR11494526,MT039887.1
NC_045512.2,29903,0.9977259806708356,2823.017389559576,2615,1489.7015560775574,68,0.9976077079473136,0.9985530972480774,0.002392292052686318,0.0014469027519226074,0.0023380399781095518,0.0,0.9972578002207136,0.9900678861652678,1.0,8,6,2,0,7,6,0.9997652660876564,0.9997987995037054,SRR11494527,MT039887.1
NC_045512.2,29903,0.9981272781995116,3119.777948700799,2779,2109.810808289981,56,0.9975775571667912,0.9987142384052276,0.002422442833208693,0.0012857615947723387,0.002310138169830056,0.0,0.9953516369595024,0.9803698625555964,1.0,21,9,12,0,9,9,0.9996976212874612,0.9996976212874612,SRR11494528,MT039887.1
NC_045512.2,29903,0.9976925392101128,3329.325519178678,2992,2422.651437455629,69,0.9979389661331672,0.9992628991603852,0.002061033866832873,0.0007371008396148683,0.0017823679450494898,0.0,0.990937364144066,0.9604387519646859,1.0,25,4,19,2,5,4,0.99983126349892,0.999865010799136,SRR11494529,MT039887.1
NC_045512.2,29903,0.9980269538173429,4657.836370932682,4338,3111.51765261643,59,0.9979745657361696,0.9990764260292052,0.002025434263830284,0.0009235739707946775,0.0017824310480597516,0.0,0.9842490719994648,0.9806373942413804,1.0,32,11,21,0,13,11,0.9995583038869258,0.999626257135091,SRR11494530,MT039887.1
NC_045512.2,29903,0.9972578002207136,3819.4137043106043,3630,2460.956967584666,82,0.9976449830526156,0.998715341091156,0.0023550169473842697,0.001284658908843994,0.0022449768196958213,0.0,0.9971574758385446,0.9805705113199344,1.0,20,8,12,0,8,8,0.9997317056811322,0.9997317056811322,SRR11494531,MT039887.1
NC_045512.2,29903,0.9975587733672208,3346.109487342407,3059,2122.0814971622917,73,0.9981997233151046,0.9992623925209044,0.0018002766848953524,0.000737607479095459,0.0015850150701907095,0.0,0.9970905929170988,0.9801357723305354,1.0,23,8,15,0,8,8,0.9997316876844649,0.9997316876844649,SRR11494532,MT039887.1
NC_045512.2,29903,0.9972912416814368,4133.581580443434,3792,2300.437253871225,81,0.9963882055869344,0.9983873963356018,0.003611794413065583,0.0016126036643981936,0.0034771736988351565,0.0,0.9971240343778216,0.9913721031334648,1.0,14,9,5,0,9,9,0.9996981587684878,0.9996981587684878,SRR11494533,MT039887.1
NC_045512.2,29903,0.9973581246028826,2735.317827642712,2410,1706.8498897319162,79,0.9974922618249428,0.9987202286720276,0.002507738175057117,0.001279771327972412,0.002401774140477153,0.0,0.9970571514563756,0.9803698625555964,1.0,9,7,2,0,7,7,0.9997652188495724,0.9997652188495724,SRR11494534,MT039887.1
NC_045512.2,29903,0.9973915660636056,3787.3860147811256,3401,2401.301318071712,78,0.997172837137816,0.9986060857772828,0.002827162862183985,0.0013939142227172852,0.002660209244803702,0.0,0.9968899441527606,0.9832123867170518,1.0,15,4,11,0,4,4,0.9998658168399864,0.9998658168399864,SRR11494535,MT039887.1
NC_045512.2,29903,0.9976925392101128,3899.350700598602,3529,2568.928804357848,69,0.9974326976760548,0.9986482560634612,0.002567302323945309,0.0013517439365386965,0.00231380664716796,0.0,0.9971574758385446,0.9805036283984884,1.0,26,5,21,0,6,5,0.9997987792608491,0.9998323160507075,SRR11494536,MT039887.1
NC_045512.2,29903,0.9820419355917468,3701.1761696150893,3104,3201.5098912103945,537,0.9978775092178298,0.999418079853058,0.0021224907821701944,0.0005819201469421388,0.002007642270363763,0.0,0.9808046015449956,0.9469618432933148,1.0,61,1,58,2,1,1,0.999965904054008,0.999965904054008,SRR11494537,MT039887.1
NC_045512.2,29903,0.9976590977493895,3258.238537939337,2908,2262.437027380627,70,0.9976730455371572,0.9991687536239624,0.0023269544628428127,0.0008312463760375978,0.0021533119717221947,0.0,0.9944152760592584,0.9779955188442632,1.0,35,6,29,0,9,6,0.9996973365617432,0.9997982243744956,SRR11494538,MT039887.1
NC_045512.2,29903,0.9978931879744508,4489.964652376017,4384,2086.7900800427083,63,0.9972639936581766,0.9984540343284608,0.0027360063418233604,0.0015459656715393064,0.0024564839260290405,0.0,0.9975922148279436,0.9970237099956526,1.0,14,3,11,0,6,4,0.9997988669504876,0.9998659113003252,SRR11494539,MT039887.1
NC_045512.2,29903,0.9977594221315588,2185.3339129853193,2146,1084.474343098385,67,0.9990418016139164,1.0,0.0009581983860834644,0.0,0.000931130896109078,0.0,0.9974250075243286,0.9919406079657559,1.0,10,7,3,0,7,7,0.9997653054382084,0.9997653054382084,SRR11494540,MT039887.1
NC_045512.2,29903,0.9970905929170988,1841.5738554660068,1772,981.4501433742716,87,0.9979338037653817,0.9989706873893738,0.002066196234618456,0.0010293126106262207,0.001842430364897396,0.0,0.9970571514563756,0.9765240945724508,1.0,9,2,7,0,2,2,0.9999329196713064,0.9999329196713064,SRR11494541,MT039887.1
NC_045512.2,29903,0.9977594221315588,2431.620807276862,2271,1359.8578969488374,67,0.9990552217582479,1.0,0.0009447782417518756,0.0,0.0008393373676985894,0.0,0.9975922148279436,0.9970237099956526,1.0,13,4,8,1,6,5,0.9997988669504876,0.9998323891254064,SRR11494542,MT039887.1
NC_045512.2,29903,0.9978263050530048,2352.220780523693,2168,1315.377421289793,65,0.9989915882017076,1.0,0.0010084117982923637,0.0,0.000747889612324748,0.0,0.9976590977493895,0.9816071966023476,1.0,24,8,14,2,12,10,0.9995977608688366,0.9996648007240304,SRR11494543,MT039887.1
NC_045512.2,29903,0.9977594221315588,2389.521853994583,2287,1302.0583359018815,67,0.9989056028661684,1.0,0.001094397133831526,0.0,0.0008514398762071718,0.0,0.9977259806708356,0.991806842122864,1.0,25,9,12,4,12,11,0.999597787833082,0.9996313055136584,SRR11494544,MT039887.1
NC_045512.2,29903,0.9983279269638498,2943.6126475604456,2975,1315.7601307774632,50,0.9982495685453744,0.9989760518074036,0.0017504314546256115,0.0010239481925964355,0.0015641741362072414,0.0,0.9976590977493895,0.990937364144066,1.0,16,3,12,1,5,4,0.9998324003620152,0.9998659202896122,SRR11494545,MT039887.1
NC_045512.2,29903,0.9977928635922816,2917.025214861385,2843,1311.6264925454816,66,0.9984709128608588,0.9991055130958556,0.0015290871391413494,0.0008944869041442871,0.0013232406982260914,0.0,0.9976925392101128,0.9940139785305824,1.0,19,7,10,2,9,8,0.9996983307635584,0.9997318495676074,SRR11494546,MT039887.1
NC_045512.2,29903,0.9979600708958968,3289.505467678828,3258,1555.225492107089,61,0.9983750494028678,0.9990601539611816,0.001624950597132191,0.0009398460388183594,0.0014326303684912831,0.0,0.9976256562886668,0.9939136541484132,1.0,19,8,8,3,11,8,0.999631268436578,0.9997318315902388,SRR11494547,MT039887.1
NC_045512.2,29903,0.9968899441527606,3807.2997358124603,3668,2745.6109519736456,93,0.9978367809007859,0.9992484450340272,0.002163219099214131,0.0007515549659729004,0.0018901925870917766,0.0,0.9890312008828546,0.9806373942413804,1.0,52,4,46,2,4,4,0.9998647506339814,0.9998647506339814,SRR11494548,MT039887.1
NC_045512.2,29903,0.9978597465137278,3290.7653078286457,3206,1473.9615440524544,64,0.9980609983454573,0.9988580942153932,0.0019390016545427489,0.0011419057846069336,0.0017590905953153158,0.0,0.9975253319064976,0.9940139785305824,1.0,10,2,8,0,4,3,0.9998659023098329,0.9998994267323744,SRR11494549,MT039887.1
NC_045512.2,29903,0.9979266294351736,4134.054476139518,3987,2136.9822464796,62,0.9982956912547121,0.9990271925926208,0.0017043087452879302,0.0009728074073791504,0.0014064869004248859,0.0,0.9975587733672208,0.9970571514563756,1.0,20,10,10,0,13,11,0.9995641971169964,0.9996312437143816,SRR11494550,MT039887.1
NC_045512.2,29903,0.9979935123566196,4231.636725412166,4078,2167.7015436404167,60,0.998292136488926,0.9989659190177916,0.0017078635110741036,0.001034080982208252,0.0015342346877834645,0.0,0.9972912416814368,0.9970571514563756,1.0,8,4,4,0,6,4,0.9997988062504192,0.9998658708336128,SRR11494551,MT039887.1
NC_045512.2,29903,0.9976590977493895,3083.5132595391765,3068,1344.8724667394624,70,0.9983294489042231,0.9989117383956908,0.001670551095776851,0.001088261604309082,0.0015029296819477622,0.0,0.9972578002207136,0.9965889710062537,1.0,12,9,3,0,9,9,0.9996981992555579,0.9996981992555579,SRR11494552,MT039887.1
NC_045512.2,29903,0.9979935123566196,4582.740460823329,4470,2356.64279093084,60,0.9984212964113568,0.9990286827087402,0.0015787035886430931,0.0009713172912597656,0.001581806850318168,0.0,0.9972243587599906,0.9969902685349296,1.0,7,5,2,0,5,5,0.999832327297116,0.999832327297116,SRR11494553,MT039887.1
