Run,gene,coverage,normalized_microdiversity,normalized_microdiversity_rank,coverage_rank
SRR11059943,YP_009725300.1,0.7553333333333333,0.0010373057736772907,4.0,14.0
SRR11059943,YP_009725301.1,28.54139433551198,0.004407526679410987,14.0,30.0
SRR11059943,YP_009725302.1,0.15057471264367817,,,11.0
SRR11059943,YP_009725303.1,0.1606425702811245,,,12.0
SRR11059943,YP_009725304.1,48.52020202020202,0.004639761643480165,16.0,32.0
SRR11059943,YP_009725305.1,5.289085545722714,0.006379231347763795,18.0,21.0
SRR11059943,YP_009725306.1,5.976019184652278,0.0027471699624963377,8.0,22.0
SRR11059943,YP_009725307.1,2.6033619456366237,0.0016427556576730086,6.0,20.0
SRR11059943,YP_009725308.1,7.130892956184137,0.004198768268528064,12.0,23.0
SRR11059943,YP_009725309.1,1.114484503478811,0.009980996233437421,19.0,16.0
SRR11059943,YP_009725310.1,148.21098265895955,0.0050174229942867455,17.0,33.0
SRR11059943,YP_009725311.1,1.7606263982102908,0.013656712834634792,20.0,17.0
SRR11059943,YP_009725312.1,0.0,,,1.0
SRR11059943,YP_009725318.1,0.0,,,1.0
SRR11059943,stem_loop,12.975609756097562,0.0004847537834529525,2.0,26.0
SRR11059944,3'UTR,1039.3624454148471,0.008952312894185936,33.0,9.0
SRR11059944,5'UTR,92.72830188679245,0.004457738754918892,32.0,1.0
SRR11059944,GU280_gp01_stem_loop,1424.9518072289156,0.0019705975978111783,9.0,11.0
SRR11059944,GU280_gp11_stem_loop,1492.6,0.001908802856722384,8.0,13.0
SRR11059944,YP_009724389.1,1826.55445963083,0.0023742625608719563,18.0,19.0
SRR11059944,YP_009724390.1,2049.140763997907,0.0024786517302397247,22.0,23.0
SRR11059944,YP_009724391.1,662.9239130434783,0.002050050583221095,12.0,6.0
SRR11059944,YP_009724392.1,282.10526315789474,0.0033284294312263237,31.0,2.0
SRR11059944,YP_009724393.1,3435.5186846038864,0.0018140638532779519,5.0,30.0
SRR11059944,YP_009724394.1,2619.430107526882,0.0022007471119507124,15.0,27.0
SRR11059944,YP_009724395.1,3520.879781420765,0.002175700547017684,14.0,31.0
SRR11059944,YP_009724396.1,2733.7295081967213,0.0018668062475197492,6.0,28.0
SRR11059944,YP_009724397.2,5938.676190476191,0.0024490456951943807,21.0,33.0
SRR11059944,YP_009725255.1,1474.7094017094016,0.0016380315757394657,3.0,12.0
SRR11059944,YP_009725295.1,1558.9979573309124,0.002446042011012794,20.0,16.0
SRR11059944,YP_009725297.1,464.3833333333333,0.002043845638689257,11.0,3.0
SRR11059944,YP_009725298.1,1755.0647857889237,0.002227122522060464,17.0,18.0
SRR11059944,YP_009725299.1,1850.973093401885,0.0025782713676048056,26.0,21.0
SRR11059944,YP_009725300.1,543.7733333333333,0.002393544805448542,19.0,5.0
SRR11059944,YP_009725301.1,2439.3965141612202,0.0025930545583696557,27.0,25.0
SRR11059944,YP_009725302.1,518.4574712643678,0.002742051608498978,29.0,4.0
SRR11059944,YP_009725303.1,1840.2369477911648,0.002724605706732404,28.0,20.0
SRR11059944,YP_009725304.1,2447.73569023569,0.002517416937757935,24.0,26.0
SRR11059944,YP_009725305.1,877.8318584070796,0.002022993762276301,10.0,7.0
SRR11059944,YP_009725306.1,1010.0671462829736,0.0015924979557939254,2.0,8.0
SRR11059944,YP_009725307.1,1502.1462804005723,0.0022143772931380815,16.0,14.0
SRR11059944,YP_009725308.1,3163.461453133666,0.0020781627692682035,13.0,29.0
SRR11059944,YP_009725309.1,1721.6679316888046,0.0025141635445453687,23.0,17.0
SRR11059944,YP_009725310.1,3780.756262042389,0.002572243838782873,25.0,32.0
SRR11059944,YP_009725311.1,1993.7527964205817,0.0018719279239388228,7.0,22.0
SRR11059944,YP_009725312.1,1409.5128205128206,0.0009686455010684009,1.0,10.0
SRR11059944,YP_009725318.1,2060.2954545454545,0.0031225030160658015,30.0,24.0
SRR11059944,stem_loop,1512.1707317073171,0.0018053739725212297,4.0,15.0
SRR11059945,3'UTR,8.606986899563319,0.0004942673964681402,3.0,14.0
SRR11059945,5'UTR,0.36981132075471695,,,1.0
SRR11059945,GU280_gp01_stem_loop,1.3012048192771084,,,4.0
SRR11059945,GU280_gp11_stem_loop,7.6,0.0023258195084537225,19.0,12.0
SRR11059945,YP_009724389.1,141.7282419801794,0.002074234128346434,17.0,26.0
SRR11059945,YP_009724390.1,801.2482993197278,0.0016048699167831386,8.0,32.0
SRR11059945,YP_009724391.1,5.3768115942028984,0.005383880687732906,28.0,8.0
SRR11059945,YP_009724392.1,0.5745614035087719,,,2.0
SRR11059945,YP_009724393.1,7.814648729446936,0.0008921593171081861,4.0,13.0
SRR11059945,YP_009724394.1,7.526881720430108,0.004804838747670193,27.0,11.0
SRR11059945,YP_009724395.1,489.06284153005464,0.004257570998453144,26.0,30.0
SRR11059945,YP_009724396.1,13.540983606557377,0.0023323887162656274,20.0,16.0
SRR11059945,YP_009724397.2,566.1269841269841,0.0019605106351139492,12.0,31.0
SRR11059945,YP_009725255.1,5.700854700854701,0.00182812701339899,10.0,9.0
SRR11059945,YP_009725295.1,91.36662127402028,0.001976319971618611,14.0,24.0
SRR11059945,YP_009725297.1,1.4981481481481482,,,5.0
SRR11059945,YP_009725298.1,312.27847439916405,0.0019787080842621706,15.0,29.0
SRR11059945,YP_009725299.1,84.26700942587831,0.0019342914510973297,11.0,23.0
SRR11059945,YP_009725300.1,2.7533333333333334,0.0019684908539991594,13.0,6.0
SRR11059945,YP_009725301.1,6.532679738562091,0.0014825161931036291,6.0,10.0
SRR11059945,YP_009725302.1,40.37931034482759,0.0013845653767519464,5.0,19.0
SRR11059945,YP_009725303.1,80.60642570281125,0.002768923114486548,22.0,22.0
SRR11059945,YP_009725304.1,74.23232323232324,0.00360907883754206,25.0,21.0
SRR11059945,YP_009725305.1,19.51032448377581,0.0016700298623974227,9.0,17.0
SRR11059945,YP_009725306.1,3.381294964028777,0.00021965565711623761,1.0,7.0
SRR11059945,YP_009725307.1,167.74141630901286,0.00253562991166827,21.0,27.0
SRR11059945,YP_009725308.1,21.02273987798114,0.0014828672669285657,7.0,18.0
SRR11059945,YP_009725309.1,123.01581277672359,0.0022984406358077924,18.0,25.0
SRR11059945,YP_009725310.1,183.71387283236993,0.0030568493221978113,23.0,28.0
SRR11059945,YP_009725311.1,1015.5044742729307,0.00204486438282083,16.0,33.0
SRR11059945,YP_009725312.1,0.6153846153846154,,,3.0
SRR11059945,YP_009725318.1,54.053030303030305,0.003541203999179742,24.0,20.0
SRR11059945,stem_loop,11.317073170731707,0.0004378293666411917,2.0,15.0
SRR11059946,3'UTR,5159.676855895196,0.005557169376758724,33.0,12.0
SRR11059946,5'UTR,985.8792452830189,0.004017103050728327,32.0,1.0
SRR11059946,GU280_gp01_stem_loop,5065.975903614458,0.0007944548733352289,2.0,11.0
SRR11059946,GU280_gp11_stem_loop,4554.276923076923,0.0024497500359901237,28.0,9.0
SRR11059946,YP_009724389.1,10286.993095674228,0.0019922688893956137,18.0,22.0
SRR11059946,YP_009724390.1,15324.068027210884,0.0022654119675856554,25.0,28.0
SRR11059946,YP_009724391.1,2594.7065217391305,0.0030086137939895155,30.0,5.0
SRR11059946,YP_009724392.1,2371.0570175438597,0.0033368779019989623,31.0,3.0
SRR11059946,YP_009724393.1,8343.959641255606,0.0012676334832680538,5.0,19.0
SRR11059946,YP_009724394.1,12898.091397849463,0.0018165793317394725,13.0,23.0
SRR11059946,YP_009724395.1,14727.524590163934,0.0013619390227465275,6.0,26.0
SRR11059946,YP_009724396.1,15560.20218579235,0.0016025987350813328,10.0,29.0
SRR11059946,YP_009724397.2,20743.36984126984,0.001951001484887325,17.0,33.0
SRR11059946,YP_009725255.1,4379.478632478633,0.001753322045506728,12.0,8.0
SRR11059946,YP_009725295.1,9050.078453623846,0.0019982606932648036,19.0,21.0
SRR11059946,YP_009725297.1,2446.472222222222,0.0018553269764988382,14.0,4.0
SRR11059946,YP_009725298.1,5609.559561128527,0.0015280893720590527,7.0,15.0
SRR11059946,YP_009725299.1,12932.258440445587,0.0021260665005459743,20.0,24.0
SRR11059946,YP_009725300.1,2821.1773333333335,0.001949904279589372,16.0,6.0
SRR11059946,YP_009725301.1,18120.97276688453,0.0021560461794527604,22.0,30.0
SRR11059946,YP_009725302.1,1660.0436781609196,0.0023555310445665663,26.0,2.0
SRR11059946,YP_009725303.1,3703.273092369478,0.0019150190976175282,15.0,7.0
SRR11059946,YP_009725304.1,7869.104377104377,0.0026211724558561017,29.0,18.0
SRR11059946,YP_009725305.1,4820.9144542772865,0.0015771076734439917,9.0,10.0
SRR11059946,YP_009725306.1,5600.297362110312,0.001237668771199338,4.0,14.0
SRR11059946,YP_009725307.1,8396.683118741059,0.0021296938732333417,21.0,20.0
SRR11059946,YP_009725308.1,15180.77592900721,0.001609579327728465,11.0,27.0
SRR11059946,YP_009725309.1,7548.781783681215,0.0022301521086901294,24.0,17.0
SRR11059946,YP_009725310.1,18359.874759152215,0.002173193392415519,23.0,31.0
SRR11059946,YP_009725311.1,19713.750559284115,0.0015738281612009595,8.0,32.0
SRR11059946,YP_009725312.1,5461.4358974358975,0.0010562764293767426,3.0,13.0
SRR11059946,YP_009725318.1,13762.628787878788,0.0024120058524797388,27.0,25.0
SRR11059946,stem_loop,6739.658536585366,0.0005313831313408819,1.0,16.0
SRR11092057,3'UTR,9.88646288209607,0.0009995904385758276,29.0,6.0
SRR11092057,5'UTR,13.143396226415094,0.0001300635793149336,5.0,22.0
SRR11092057,GU280_gp01_stem_loop,11.301204819277109,0.001140762220205984,31.0,15.0
SRR11092057,GU280_gp11_stem_loop,19.76923076923077,0.0,1.0,31.0
SRR11092057,YP_009724389.1,11.250716265088535,0.0006018322304415679,19.0,14.0
SRR11092057,YP_009724390.1,10.7425431711146,0.0005301762358348728,12.0,10.0
SRR11092057,YP_009724391.1,8.731884057971014,0.0010509440981205428,30.0,4.0
SRR11092057,YP_009724392.1,11.030701754385966,0.001148824343865889,32.0,13.0
SRR11092057,YP_009724393.1,11.029895366218236,0.000647173734322018,22.0,12.0
SRR11092057,YP_009724394.1,15.424731182795698,0.0,1.0,26.0
SRR11092057,YP_009724395.1,10.882513661202186,0.00053986777275425,14.0,11.0
SRR11092057,YP_009724396.1,20.147540983606557,0.0006001937305396639,17.0,32.0
SRR11092057,YP_009724397.2,25.86031746031746,0.0008879753194716487,27.0,33.0
SRR11092057,YP_009725255.1,18.71794871794872,0.0002897244031077265,6.0,30.0
SRR11092057,YP_009725295.1,11.61764260856408,0.0006017376657596636,18.0,16.0
SRR11092057,YP_009725297.1,8.72962962962963,0.001449344676803675,33.0,3.0
SRR11092057,YP_009725298.1,13.043364681295715,0.0005966491036457604,16.0,21.0
SRR11092057,YP_009725299.1,10.091002570694087,0.0005232001271268274,10.0,8.0
SRR11092057,YP_009725300.1,8.354666666666667,0.00038040291285343586,8.0,2.0
SRR11092057,YP_009725301.1,16.591503267973856,0.0005287327794823881,11.0,28.0
SRR11092057,YP_009725302.1,17.166666666666668,0.0006528140426441126,23.0,29.0
SRR11092057,YP_009725303.1,15.23293172690763,0.000725261930160827,25.0,25.0
SRR11092057,YP_009725304.1,11.675084175084175,0.0008876356311714668,26.0,17.0
SRR11092057,YP_009725305.1,13.572271386430678,0.00032561566779524317,7.0,23.0
SRR11092057,YP_009725306.1,15.520383693045563,0.0009948159802346222,28.0,27.0
SRR11092057,YP_009725307.1,9.649141630901287,0.0005394780659149303,13.0,5.0
SRR11092057,YP_009725308.1,12.755407653910149,0.0006682710733752708,24.0,20.0
SRR11092057,YP_009725309.1,12.311195445920303,0.0006019811373221787,20.0,19.0
SRR11092057,YP_009725310.1,10.615606936416185,0.0005958267957636482,15.0,9.0
SRR11092057,YP_009725311.1,6.686800894854586,0.00061061013179036,21.0,1.0
SRR11092057,YP_009725312.1,11.974358974358974,0.0,1.0,18.0
SRR11092057,YP_009725318.1,10.007575757575758,0.0005073327409314235,9.0,7.0
SRR11092057,stem_loop,13.634146341463415,0.0,1.0,24.0
SRR11092059,3'UTR,13.327510917030567,0.0,1.0,4.0
SRR11092059,5'UTR,17.022641509433964,0.0003056576871391672,8.0,12.0
SRR11092059,GU280_gp01_stem_loop,37.433734939759034,0.0016811304550040072,32.0,33.0
SRR11092059,GU280_gp11_stem_loop,22.246153846153845,0.0,1.0,23.0
SRR11092059,YP_009724389.1,17.605514066976657,0.000761625622067213,22.0,15.0
SRR11092059,YP_009724390.1,18.12742019884877,0.0010422075088549706,28.0,18.0
SRR11092059,YP_009724391.1,9.733091787439614,0.0011968662686213784,30.0,1.0
SRR11092059,YP_009724392.1,11.662280701754385,0.0,1.0,3.0
SRR11092059,YP_009724393.1,14.100149476831092,0.0003291132906576212,9.0,6.0
SRR11092059,YP_009724394.1,30.016129032258064,0.00021639335596289257,6.0,31.0
SRR11092059,YP_009724395.1,18.5327868852459,0.0005804172529826143,17.0,19.0
SRR11092059,YP_009724396.1,22.39344262295082,0.0004339548077884514,11.0,24.0
SRR11092059,YP_009724397.2,25.20793650793651,0.0005767600641515996,16.0,28.0
SRR11092059,YP_009725255.1,20.487179487179485,0.0005995903993372071,19.0,22.0
SRR11092059,YP_009725295.1,17.66923891662884,0.0007754561067984273,24.0,16.0
SRR11092059,YP_009725297.1,15.901851851851852,0.00044411520055439994,12.0,9.0
SRR11092059,YP_009725298.1,17.88192267502612,0.0009114794599773598,27.0,17.0
SRR11092059,YP_009725299.1,15.754927163667524,0.0007890213163121388,25.0,7.0
SRR11092059,YP_009725300.1,13.395333333333333,0.0004639813593049121,13.0,5.0
SRR11092059,YP_009725301.1,23.37690631808279,0.0005477558785284598,15.0,26.0
SRR11092059,YP_009725302.1,17.519540229885056,0.0005196763927921493,14.0,14.0
SRR11092059,YP_009725303.1,16.835341365461847,0.0003393337382274536,10.0,11.0
SRR11092059,YP_009725304.1,27.252525252525253,0.0017316684099359157,33.0,29.0
SRR11092059,YP_009725305.1,22.78466076696165,0.001433646680082617,31.0,25.0
SRR11092059,YP_009725306.1,29.839328537170264,0.0007734086524844464,23.0,30.0
SRR11092059,YP_009725307.1,17.336194563662374,0.000582347467834862,18.0,13.0
SRR11092059,YP_009725308.1,19.42983915696062,0.0008631618750649364,26.0,20.0
SRR11092059,YP_009725309.1,15.76280834914611,0.0006221784829053724,20.0,8.0
SRR11092059,YP_009725310.1,23.58766859344894,0.0011291235182130431,29.0,27.0
SRR11092059,YP_009725311.1,10.910514541387025,0.0007048560629107025,21.0,2.0
SRR11092059,YP_009725312.1,34.61538461538461,0.0,1.0,32.0
SRR11092059,YP_009725318.1,19.856060606060606,0.00030554225482577074,7.0,21.0
SRR11092059,stem_loop,16.78048780487805,0.0,1.0,10.0
SRR11092062,3'UTR,95.70742358078603,0.00491959062614287,33.0,12.0
SRR11092062,5'UTR,123.32830188679246,0.0010659308216845935,10.0,20.0
SRR11092062,GU280_gp01_stem_loop,152.2289156626506,0.004334956046091852,32.0,25.0
SRR11092062,GU280_gp11_stem_loop,236.30769230769232,0.0004261834454035223,1.0,33.0
SRR11092062,YP_009724389.1,102.36790193039312,0.0013132234159994624,24.0,13.0
SRR11092062,YP_009724390.1,108.49921507064364,0.001222302765246214,16.0,16.0
SRR11092062,YP_009724391.1,62.38405797101449,0.0014294237325274252,27.0,3.0
SRR11092062,YP_009724392.1,46.62280701754386,0.0006093645792445068,3.0,1.0
SRR11092062,YP_009724393.1,163.47533632286996,0.0014633654070100137,28.0,27.0
SRR11092062,YP_009724394.1,156.4784946236559,0.0007450098922369169,4.0,26.0
SRR11092062,YP_009724395.1,80.02185792349727,0.001303514466360383,22.0,6.0
SRR11092062,YP_009724396.1,165.28142076502732,0.0008941550813397212,6.0,28.0
SRR11092062,YP_009724397.2,234.6468253968254,0.0011491311492785776,13.0,32.0
SRR11092062,YP_009725255.1,215.2136752136752,0.0010994017691762907,12.0,31.0
SRR11092062,YP_009725295.1,94.03328794068695,0.001306442170005888,23.0,11.0
SRR11092062,YP_009725297.1,70.17777777777778,0.0015345232075780317,30.0,4.0
SRR11092062,YP_009725298.1,102.80041797283177,0.001201260754287733,14.0,14.0
SRR11092062,YP_009725299.1,88.70368466152527,0.0015068994726282717,29.0,9.0
SRR11092062,YP_009725300.1,73.30466666666666,0.0009318841151601296,8.0,5.0
SRR11092062,YP_009725301.1,126.52832244008715,0.0012960418612135666,21.0,21.0
SRR11092062,YP_009725302.1,62.175862068965515,0.0009202142655222896,7.0,2.0
SRR11092062,YP_009725303.1,86.50602409638554,0.0010686234657072992,11.0,8.0
SRR11092062,YP_009725304.1,136.3905723905724,0.0012187062925292133,15.0,23.0
SRR11092062,YP_009725305.1,119.2094395280236,0.0012853946666611773,19.0,18.0
SRR11092062,YP_009725306.1,144.92805755395685,0.00123209640825643,17.0,24.0
SRR11092062,YP_009725307.1,92.45028612303291,0.001422210154236765,26.0,10.0
SRR11092062,YP_009725308.1,171.12701053799225,0.0013953007607255673,25.0,30.0
SRR11092062,YP_009725309.1,120.78747628083491,0.0012813341491780157,18.0,19.0
SRR11092062,YP_009725310.1,103.2447013487476,0.0012933880081999944,20.0,15.0
SRR11092062,YP_009725311.1,86.46085011185683,0.0009518590816110896,9.0,7.0
SRR11092062,YP_009725312.1,168.23076923076923,0.0005186609551235972,2.0,29.0
SRR11092062,YP_009725318.1,132.8560606060606,0.000765811679171031,5.0,22.0
SRR11092062,stem_loop,117.6829268292683,0.004202953292068038,31.0,17.0
SRR11092064,3'UTR,1.1746724890829694,,,5.0
SRR11092064,5'UTR,2.2,,,10.0
SRR11092064,GU280_gp01_stem_loop,0.9879518072289156,,,1.0
SRR11092064,GU280_gp11_stem_loop,4.569230769230769,0.024237985742687658,21.0,28.0
SRR11092064,YP_009724389.1,2.4275985158048003,0.0010446090566183814,10.0,14.0
SRR11092064,YP_009724390.1,2.7967032967032965,0.0,1.0,20.0
SRR11092064,YP_009724391.1,3.6449275362318843,0.0010568890265904754,12.0,26.0
SRR11092064,YP_009724392.1,2.986842105263158,,,22.0
SRR11092064,YP_009724393.1,1.0911808669656202,0.0,1.0,3.0
SRR11092064,YP_009724394.1,7.462365591397849,0.0012619780483868626,15.0,33.0
SRR11092064,YP_009724395.1,5.565573770491803,0.0019386782774995018,17.0,32.0
SRR11092064,YP_009724396.1,2.748633879781421,,,19.0
SRR11092064,YP_009724397.2,3.5388888888888888,0.0004009610044658867,7.0,25.0
SRR11092064,YP_009725255.1,5.102564102564102,0.00358449084927071,19.0,31.0
SRR11092064,YP_009725295.1,2.5856407928582237,0.001213702769230332,14.0,16.0
SRR11092064,YP_009725297.1,1.8814814814814815,,,8.0
SRR11092064,YP_009725298.1,2.2884012539184955,0.0005034043380244787,8.0,11.0
SRR11092064,YP_009725299.1,2.4138817480719794,0.0010727437185363686,13.0,13.0
SRR11092064,YP_009725300.1,1.8873333333333333,,,9.0
SRR11092064,YP_009725301.1,3.7254901960784315,0.0034348690317120654,18.0,27.0
SRR11092064,YP_009725302.1,3.206896551724138,0.0006914686001543782,9.0,24.0
SRR11092064,YP_009725303.1,4.795180722891566,0.0,1.0,30.0
