Run,gene,coverage,normalized_microdiversity,normalized_microdiversity_rank,coverage_rank
SRR11059941,ORF3a,0.8285024154589372,,5,17
SRR11059941,ORF6,2.9086021505376345,,6,27
SRR11059941,ORF7a,2.057377049180328,,7,26
SRR11059941,ORF7b,0.49242424242424243,,8,8
SRR11059941,ORF8,0.412568306010929,,9,7
SRR11059941,S,0.8281004709576139,,10,16
SRR11059941,YP_009725297.1,0.8037037037037037,,11,15
SRR11059941,YP_009725298.1,1.0851619644723094,,12,20
SRR11059941,YP_009725299.1,0.7079691516709512,0.0,1,12
SRR11059941,YP_009725300.1,0.22733333333333333,,13,4
SRR11059941,YP_009725301.1,1.2145969498910676,,14,23
SRR11059941,YP_009725302.1,0.30114942528735633,,15,5
SRR11059941,YP_009725303.1,0.7831325301204819,,16,14
SRR11059941,YP_009725304.1,0.5791245791245792,,17,9
SRR11059941,YP_009725305.1,0.0,,18,1
SRR11059941,YP_009725306.1,0.045563549160671464,,19,3
SRR11059941,YP_009725307.1,0.6404694167852063,,20,11
SRR11059941,YP_009725308.1,0.9833610648918469,,21,18
SRR11059941,YP_009725309.1,0.6154332700822265,,22,10
SRR11059941,YP_009725310.1,1.1801541425818882,,23,21
SRR11059941,YP_009725311.1,0.3624161073825503,,24,6
SRR11059941,YP_009725312.1,1.0,,25,19
SRR11059941,3'UTR,1.4235807860262009,,26,24
SRR11059941,5'UTR,0.0,,27,2
SRR11059941,stem_loop,1.211340206185567,,28,22
SRR11059942,E,146.0219298245614,0.001727061402607877,5,12
SRR11059942,M,100.14050822122572,0.0018815769768750004,7,10
SRR11059942,N,490.6595238095238,0.002352739332881298,16,25
SRR11059942,ORF10,483.77443609022555,0.0024644579059214,19,24
SRR11059942,ORF3a,187.56763285024155,0.0037175868322219204,25,15
SRR11059942,ORF6,159.84408602150538,0.002111814491514357,12,13
SRR11059942,ORF7a,171.99726775956285,0.0024374115810278803,18,14
SRR11059942,ORF7b,54.446969696969695,0.0012832776756022402,1,7
SRR11059942,ORF8,67.44808743169399,0.0028839399409859526,23,9
SRR11059942,S,192.92150706436422,0.0024299093568050144,17,16
SRR11059942,YP_009725297.1,29.283333333333335,0.0020872548996814897,11,5
SRR11059942,YP_009725298.1,508.619644723093,0.0022459524048713507,15,26
SRR11059942,YP_009725299.1,297.02776349614396,0.002079491111963965,10,20
SRR11059942,YP_009725300.1,30.108666666666668,0.0018330386532291174,6,6
SRR11059942,YP_009725301.1,401.92047930283223,0.004651852183853585,26,23
SRR11059942,YP_009725302.1,20.785057471264366,0.00197582082638185,9,4
SRR11059942,YP_009725303.1,65.06425702811245,0.0022099106767018793,14,8
SRR11059942,YP_009725304.1,293.973063973064,0.0015700955807325817,4,19
SRR11059942,YP_009725305.1,15.705014749262537,0.0014754685728821336,3,3
SRR11059942,YP_009725306.1,4.601918465227818,0.0010728972665505186,0,2
SRR11059942,YP_009725307.1,143.34246088193456,0.0021128383020109546,13,11
SRR11059942,YP_009725308.1,303.9012756516916,0.0019657695187728762,8,21
SRR11059942,YP_009725309.1,219.32258064516128,0.002521095564154239,20,18
SRR11059942,YP_009725310.1,1375.4161849710983,0.0026625695916946066,21,28
SRR11059942,YP_009725311.1,218.38478747203578,0.002689982209626892,22,17
SRR11059942,YP_009725312.1,0.0,,27,1
SRR11059942,3'UTR,650.3318777292576,0.0035470342035612114,24,27
SRR11059942,5'UTR,0.0,,28,0
SRR11059942,stem_loop,385.0154639175258,0.0013504520631064144,2,22
SRR11059943,E,0.0,,18,6
SRR11059943,M,0.0,,19,5
SRR11059943,N,18.375396825396827,0.0038301147031180624,9,24
SRR11059943,ORF10,0.7819548872180451,,20,12
SRR11059943,ORF3a,0.11956521739130435,0.0,0,8
SRR11059943,ORF6,0.0,,21,4
SRR11059943,ORF7a,0.0,,22,3
SRR11059943,ORF7b,0.0,,23,2
SRR11059943,ORF8,0.0,,24,1
SRR11059943,S,8.31737310308739,0.002722835088262845,6,22
SRR11059943,YP_009725297.1,2.074074074074074,0.0011649909644908783,4,16
SRR11059943,YP_009725298.1,1.815569487983281,0.0028609540517983848,8,15
SRR11059943,YP_009725299.1,30.508140531276776,0.004563645495461162,12,26
SRR11059943,YP_009725300.1,0.7553333333333333,0.0010373057736772907,3,11
SRR11059943,YP_009725301.1,28.54139433551198,0.004407526679410987,11,25
SRR11059943,YP_009725302.1,0.15057471264367817,,25,9
SRR11059943,YP_009725303.1,0.1606425702811245,,26,10
SRR11059943,YP_009725304.1,48.52020202020202,0.004639761643480165,13,27
SRR11059943,YP_009725305.1,5.289085545722714,0.006379231347763795,15,19
SRR11059943,YP_009725306.1,5.976019184652278,0.0027471699624963377,7,20
SRR11059943,YP_009725307.1,2.588549075391181,0.0016427556576730086,5,17
SRR11059943,YP_009725308.1,7.130892956184137,0.004198768268528064,10,21
SRR11059943,YP_009725309.1,1.114484503478811,0.009980996233437421,16,13
SRR11059943,YP_009725310.1,148.21098265895955,0.0050174229942867455,14,28
SRR11059943,YP_009725311.1,1.7606263982102908,0.013656712834634792,17,14
SRR11059943,YP_009725312.1,0.0,,27,7
SRR11059943,3'UTR,9.637554585152838,0.0010337210592272338,2,23
SRR11059943,5'UTR,0.0,,28,0
SRR11059943,stem_loop,3.077319587628866,0.0004847537834529525,1,18
SRR11059944,E,282.10526315789474,0.0033284294312263237,26,1
SRR11059944,M,3435.5186846038864,0.0018140638532779519,3,25
SRR11059944,N,5938.676190476191,0.0024490456951943807,16,28
SRR11059944,ORF10,1476.248120300752,0.0016759650416303166,2,11
SRR11059944,ORF3a,662.9239130434783,0.002050050583221095,9,5
SRR11059944,ORF6,2619.430107526882,0.0022007471119507124,12,22
SRR11059944,ORF7a,3520.879781420765,0.002175700547017684,11,26
SRR11059944,ORF7b,2060.2954545454545,0.0031225030160658015,25,19
SRR11059944,ORF8,2733.7295081967213,0.0018668062475197492,4,23
SRR11059944,S,2049.140763997907,0.0024786517302397247,17,18
SRR11059944,YP_009725297.1,464.3833333333333,0.002043845638689257,8,2
SRR11059944,YP_009725298.1,1755.0647857889237,0.002227122522060464,14,14
SRR11059944,YP_009725299.1,1850.973093401885,0.0025782713676048056,21,16
SRR11059944,YP_009725300.1,543.7733333333333,0.002393544805448542,15,4
SRR11059944,YP_009725301.1,2439.3965141612202,0.0025930545583696557,22,20
SRR11059944,YP_009725302.1,518.4574712643678,0.002742051608498978,24,3
SRR11059944,YP_009725303.1,1840.2369477911648,0.002724605706732404,23,15
SRR11059944,YP_009725304.1,2447.73569023569,0.002517416937757935,19,21
SRR11059944,YP_009725305.1,877.8318584070796,0.002022993762276301,7,6
SRR11059944,YP_009725306.1,1010.0671462829736,0.0015924979557939254,1,7
SRR11059944,YP_009725307.1,1501.9637268847796,0.0022162352348874944,13,12
SRR11059944,YP_009725308.1,3163.461453133666,0.0020781627692682035,10,24
SRR11059944,YP_009725309.1,1721.6679316888046,0.0025141635445453687,18,13
SRR11059944,YP_009725310.1,3780.756262042389,0.002572243838782873,20,27
SRR11059944,YP_009725311.1,1993.7527964205817,0.0018719279239388228,5,17
SRR11059944,YP_009725312.1,1409.5128205128206,0.0009686455010684009,0,9
SRR11059944,3'UTR,1039.3624454148471,0.008952312894185936,28,8
SRR11059944,5'UTR,92.72830188679245,0.004457738754918892,27,0
SRR11059944,stem_loop,1467.360824742268,0.0018839953216894755,6,10
SRR11059945,E,0.5745614035087719,,25,1
SRR11059945,M,7.814648729446936,0.0008921593171081861,2,11
SRR11059945,N,566.1269841269841,0.0019605106351139492,11,26
SRR11059945,ORF10,6.007518796992481,0.0017578868377847903,9,8
SRR11059945,ORF3a,5.3768115942028984,0.005383880687732906,24,6
SRR11059945,ORF6,7.526881720430108,0.004804838747670193,23,10
SRR11059945,ORF7a,489.06284153005464,0.004257570998453144,22,25
SRR11059945,ORF7b,54.053030303030305,0.003541203999179742,20,17
SRR11059945,ORF8,13.540983606557377,0.0023323887162656274,16,13
SRR11059945,S,801.2482993197278,0.0016048699167831386,7,27
SRR11059945,YP_009725297.1,1.4981481481481482,,26,3
SRR11059945,YP_009725298.1,312.27847439916405,0.0019787080842621706,13,24
SRR11059945,YP_009725299.1,84.26700942587831,0.0019342914510973297,10,20
SRR11059945,YP_009725300.1,2.7533333333333334,0.0019684908539991594,12,4
SRR11059945,YP_009725301.1,6.532679738562091,0.0014825161931036291,4,9
SRR11059945,YP_009725302.1,40.37931034482759,0.0013845653767519464,3,16
SRR11059945,YP_009725303.1,80.60642570281125,0.002768923114486548,18,19
SRR11059945,YP_009725304.1,74.23232323232324,0.00360907883754206,21,18
SRR11059945,YP_009725305.1,19.51032448377581,0.0016700298623974227,8,14
SRR11059945,YP_009725306.1,3.381294964028777,0.00021965565711623761,0,5
SRR11059945,YP_009725307.1,166.79516358463727,0.0025356299116682697,17,22
SRR11059945,YP_009725308.1,21.02273987798114,0.0014828672669285657,5,15
SRR11059945,YP_009725309.1,123.01581277672359,0.0022984406358077924,15,21
SRR11059945,YP_009725310.1,183.71387283236993,0.0030568493221978113,19,23
SRR11059945,YP_009725311.1,1015.5044742729307,0.00204486438282083,14,28
SRR11059945,YP_009725312.1,0.6153846153846154,,27,2
SRR11059945,3'UTR,8.606986899563319,0.0004942673964681402,1,12
SRR11059945,5'UTR,0.36981132075471695,,28,0
SRR11059945,stem_loop,5.520618556701031,0.0015955591705828377,6,7
SRR11059946,E,2371.0570175438597,0.0033368354558387762,26,2
SRR11059946,M,8343.959641255606,0.001267617358562425,2,16
SRR11059946,N,20743.36984126984,0.001950976667520917,15,28
SRR11059946,ORF10,4407.270676691729,0.0018334938437769128,11,7
SRR11059946,ORF3a,2594.7065217391305,0.003008575523454365,25,4
SRR11059946,ORF6,12898.091397849463,0.0018165562242660881,10,18
SRR11059946,ORF7a,14727.524590163934,0.001361921698444104,4,21
SRR11059946,ORF7b,13762.628787878788,0.0024119751709894975,23,20
SRR11059946,ORF8,15560.20218579235,0.0016025783495099628,8,24
SRR11059946,S,15323.880167451596,0.002265468937097291,21,23
SRR11059946,YP_009725297.1,2446.472222222222,0.00185530337614295,12,3
SRR11059946,YP_009725298.1,5609.559561128527,0.0015280699342707454,5,13
SRR11059946,YP_009725299.1,12932.258440445587,0.002126039456296259,17,19
SRR11059946,YP_009725300.1,2821.1773333333335,0.0019498794761797684,14,5
SRR11059946,YP_009725301.1,18120.97276688453,0.0021560187538518863,18,25
SRR11059946,YP_009725302.1,1660.0436781609196,0.002355501081454046,22,1
SRR11059946,YP_009725303.1,3703.273092369478,0.0019149947379586592,13,6
SRR11059946,YP_009725304.1,7869.104377104377,0.002621139113699389,24,15
SRR11059946,YP_009725305.1,4820.9144542772865,0.0015770876121271242,7,8
SRR11059946,YP_009725306.1,5600.297362110312,0.0012376530276544848,1,12
SRR11059946,YP_009725307.1,8378.972972972973,0.0021213151062737493,16,17
SRR11059946,YP_009725308.1,15180.77592900721,0.001609558853361711,9,22
SRR11059946,YP_009725309.1,7548.781783681215,0.002230123740438001,20,14
SRR11059946,YP_009725310.1,18359.874759152215,0.0021731657486965808,19,26
SRR11059946,YP_009725311.1,19713.71140939597,0.0015738190789920284,6,27
SRR11059946,YP_009725312.1,5461.4358974358975,0.0010562629932008199,0,11
SRR11059946,3'UTR,5159.676855895196,0.005557098687776842,28,9
SRR11059946,5'UTR,985.8792452830189,0.004017051951885461,27,0
SRR11059946,stem_loop,5258.092783505154,0.001281480720697283,3,10
SRR11059947,E,26511.89912280702,0.003962120878304905,26,1
SRR11059947,M,74212.75635276533,0.0020378063932863797,2,14
SRR11059947,N,83557.85793650793,0.0026938379099775405,17,26
SRR11059947,ORF10,80888.68421052632,0.0024065678524998533,5,23
SRR11059947,ORF3a,57433.72101449275,0.0024145040911009597,6,6
SRR11059947,ORF6,86602.86021505376,0.002673137395592556,14,28
SRR11059947,ORF7a,85118.59016393442,0.0025895784065096765,11,27
SRR11059947,ORF7b,75137.89393939394,0.0028870134802026384,23,15
SRR11059947,ORF8,79063.72131147541,0.0022527020546429266,4,21
SRR11059947,S,69584.59419152276,0.0028355905059292514,20,12
SRR11059947,YP_009725297.1,42000.07777777778,0.0026800999167822274,15,2
SRR11059947,YP_009725298.1,75821.96760710554,0.0024920890326264535,7,17
SRR11059947,YP_009725299.1,63487.08963153385,0.002904931863523018,24,10
SRR11059947,YP_009725300.1,47462.58466666667,0.002625259094740588,12,4
SRR11059947,YP_009725301.1,76035.9063180828,0.002883391060589314,22,18
SRR11059947,YP_009725302.1,50770.85172413793,0.0028716249632059635,21,5
SRR11059947,YP_009725303.1,83169.99196787148,0.002579082344252093,10,25
SRR11059947,YP_009725304.1,70710.59427609427,0.0025456482654380706,8,13
SRR11059947,YP_009725305.1,46871.63126843658,0.0026821835329984057,16,3
SRR11059947,YP_009725306.1,61091.10071942446,0.0020978953455710503,3,9
SRR11059947,YP_009725307.1,59110.17176386913,0.0026728228216669763,13,8
SRR11059947,YP_009725308.1,77619.85912368275,0.0026946472838373465,18,20
SRR11059947,YP_009725309.1,69223.66160657811,0.002766291732135645,19,11
SRR11059947,YP_009725310.1,75775.15510597303,0.0031161085899418088,25,16
SRR11059947,YP_009725311.1,81203.25615212528,0.0025529349802922577,9,24
SRR11059947,YP_009725312.1,76231.48717948717,0.0014697950484131436,0,19
SRR11059947,3'UTR,58571.17030567685,0.013041843272364243,28,7
SRR11059947,5'UTR,11380.68679245283,0.009724489387926276,27,0
SRR11059947,stem_loop,80244.08762886598,0.0020167893351427098,1,22
SRR11092056,E,1.236842105263158,,1,27
SRR11092056,M,0.23766816143497757,,2,7
SRR11092056,N,1.338095238095238,0.0,0,28
SRR11092056,ORF10,0.0,,3,0
SRR11092056,ORF3a,0.6099033816425121,,4,18
SRR11092056,ORF6,1.0,,5,25
SRR11092056,ORF7a,0.07377049180327869,,6,4
SRR11092056,ORF7b,0.0,,7,2
SRR11092056,ORF8,0.8306010928961749,,8,22
SRR11092056,S,0.4209837781266353,,9,12
SRR11092056,YP_009725297.1,0.0,,10,3
SRR11092056,YP_009725298.1,0.322884012539185,,11,8
SRR11092056,YP_009725299.1,0.3885175664095973,,12,11
SRR11092056,YP_009725300.1,0.47733333333333333,,13,13
SRR11092056,YP_009725301.1,0.32788671023965144,,14,9
SRR11092056,YP_009725302.1,0.8080459770114943,,15,21
SRR11092056,YP_009725303.1,0.5662650602409639,,16,16
SRR11092056,YP_009725304.1,0.9730639730639731,,17,24
SRR11092056,YP_009725305.1,0.5988200589970502,,18,17
SRR11092056,YP_009725306.1,0.1486810551558753,,19,6
SRR11092056,YP_009725307.1,0.9334992887624467,,20,23
SRR11092056,YP_009725308.1,0.3410981697171381,,21,10
SRR11092056,YP_009725309.1,0.5414294750158127,,22,15
SRR11092056,YP_009725310.1,0.14547206165703275,,23,5
SRR11092056,YP_009725311.1,0.4988814317673378,,24,14
SRR11092056,YP_009725312.1,1.0,,25,26
SRR11092056,3'UTR,0.7161572052401747,,26,20
SRR11092056,5'UTR,0.0,,27,1
SRR11092056,stem_loop,0.6649484536082474,,28,19
SRR11092057,E,11.030701754385966,0.001148824343865889,27,12
SRR11092057,M,11.029895366218236,0.000647173734322018,18,11
SRR11092057,N,25.86031746031746,0.0008879753194716487,23,28
SRR11092057,ORF10,18.796992481203006,0.0002548703395759699,3,26
SRR11092057,ORF3a,8.731884057971014,0.0010509440981205428,26,3
SRR11092057,ORF6,15.424731182795698,0.0,1,22
SRR11092057,ORF7a,10.882513661202186,0.00053986777275425,11,10
SRR11092057,ORF7b,10.007575757575758,0.0005073327409314235,7,6
SRR11092057,ORF8,20.147540983606557,0.0006001937305396639,15,27
SRR11092057,S,10.7425431711146,0.0005301762358348728,10,9
SRR11092057,YP_009725297.1,8.72962962962963,0.001449344676803675,28,2
SRR11092057,YP_009725298.1,13.043364681295715,0.0005966491036457604,14,17
SRR11092057,YP_009725299.1,10.091002570694087,0.0005232001271268274,8,7
SRR11092057,YP_009725300.1,8.354666666666667,0.00038040291285343586,5,1
SRR11092057,YP_009725301.1,16.591503267973856,0.0005287327794823881,9,24
SRR11092057,YP_009725302.1,17.166666666666668,0.0006528140426441126,19,25
SRR11092057,YP_009725303.1,15.23293172690763,0.000725261930160827,21,21
SRR11092057,YP_009725304.1,11.675084175084175,0.0008876356311714668,22,13
SRR11092057,YP_009725305.1,13.572271386430678,0.00032561566779524317,4,19
SRR11092057,YP_009725306.1,15.520383693045563,0.0009948159802346222,24,23
SRR11092057,YP_009725307.1,9.662873399715505,0.0005558329552690498,12,4
SRR11092057,YP_009725308.1,12.755407653910149,0.0006682710733752708,20,16
SRR11092057,YP_009725309.1,12.311195445920303,0.0006019811373221787,16,15
SRR11092057,YP_009725310.1,10.615606936416185,0.0005958267957636482,13,8
SRR11092057,YP_009725311.1,6.686800894854586,0.00061061013179036,17,0
SRR11092057,YP_009725312.1,11.974358974358974,0.0,0,14
SRR11092057,3'UTR,9.88646288209607,0.0009995904385758276,25,5
SRR11092057,5'UTR,13.143396226415094,0.0001300635793149336,2,18
SRR11092057,stem_loop,14.649484536082474,0.00048467617646057344,6,20
SRR11092058,E,1.0833333333333333,,9,8
SRR11092058,M,1.4200298953662183,,10,14
SRR11092058,N,2.1849206349206347,0.0,0,24
SRR11092058,ORF10,2.706766917293233,,11,25
SRR11092058,ORF3a,1.4033816425120773,,12,13
SRR11092058,ORF6,0.978494623655914,,13,6
SRR11092058,ORF7a,1.6721311475409837,,14,16
SRR11092058,ORF7b,1.0454545454545454,,15,7
SRR11092058,ORF8,1.6994535519125684,,16,17
SRR11092058,S,1.8092621664050235,0.004202913803076281,6,20
SRR11092058,YP_009725297.1,2.0074074074074075,0.0,1,23
SRR11092058,YP_009725298.1,1.35423197492163,0.008064626646146239,7,11
SRR11092058,YP_009725299.1,1.154241645244216,0.004052809738680699,5,9
SRR11092058,YP_009725300.1,0.568,,17,3
SRR11092058,YP_009725301.1,1.775599128540305,,18,19
SRR11092058,YP_009725302.1,0.8390804597701149,,19,5
SRR11092058,YP_009725303.1,0.5823293172690763,,20,4
SRR11092058,YP_009725304.1,0.4781144781144781,,21,2
SRR11092058,YP_009725305.1,1.3657817109144543,,22,12
SRR11092058,YP_009725306.1,4.177458033573141,0.0014270457287074317,4,28
SRR11092058,YP_009725307.1,1.4505689900426741,,23,15
SRR11092058,YP_009725308.1,1.2052135330005547,0.0,2,10
SRR11092058,YP_009725309.1,1.9582542694497154,0.19858767719535425,8,22
SRR11092058,YP_009725310.1,1.836223506743738,0.0,3,21
SRR11092058,YP_009725311.1,0.3333333333333333,,24,1
SRR11092058,YP_009725312.1,3.923076923076923,,25,27
SRR11092058,3'UTR,1.7641921397379912,,26,18
SRR11092058,5'UTR,0.0,,27,0
SRR11092058,stem_loop,2.979381443298969,,28,26
SRR11092059,E,11.662280701754385,0.0,0,2
SRR11092059,M,14.100149476831092,0.0003291132906576212,6,5
SRR11092059,N,25.20793650793651,0.0005767600641515996,14,23
SRR11092059,ORF10,20.706766917293233,0.0005274592234770918,12,18
SRR11092059,ORF3a,9.733091787439614,0.0011968662686213784,26,0
SRR11092059,ORF6,30.016129032258064,0.00021639335596289257,3,27
SRR11092059,ORF7a,18.5327868852459,0.0005804172529826143,16,15
SRR11092059,ORF7b,19.856060606060606,0.00030554225482577074,4,17
SRR11092059,ORF8,22.39344262295082,0.0004339548077884514,8,19
SRR11092059,S,18.12742019884877,0.0010422075088549706,24,14
SRR11092059,YP_009725297.1,15.901851851851852,0.00044411520055439994,9,8
SRR11092059,YP_009725298.1,17.88192267502612,0.0009114794599773598,23,13
SRR11092059,YP_009725299.1,15.754927163667524,0.0007890213163121388,21,6
SRR11092059,YP_009725300.1,13.395333333333333,0.0004639813593049121,10,4
SRR11092059,YP_009725301.1,23.37690631808279,0.0005477558785284598,13,21
SRR11092059,YP_009725302.1,17.519540229885056,0.0005196763927921493,11,12
SRR11092059,YP_009725303.1,16.835341365461847,0.0003393337382274536,7,9
SRR11092059,YP_009725304.1,27.252525252525253,0.0017316684099359157,28,24
SRR11092059,YP_009725305.1,22.78466076696165,0.001433646680082617,27,20
SRR11092059,YP_009725306.1,29.839328537170264,0.0007734086524844464,20,26
SRR11092059,YP_009725307.1,17.453058321479375,0.000579023329595348,15,11
SRR11092059,YP_009725308.1,19.42983915696062,0.0008631618750649364,22,16
SRR11092059,YP_009725309.1,15.76280834914611,0.0006221784829053724,17,7
SRR11092059,YP_009725310.1,23.58766859344894,0.0011291235182130431,25,22
SRR11092059,YP_009725311.1,10.910514541387025,0.0007048560629107025,18,1
SRR11092059,YP_009725312.1,34.61538461538461,0.0,2,28
SRR11092059,3'UTR,13.327510917030567,0.0,1,3
SRR11092059,5'UTR,17.022641509433964,0.0003056576871391672,5,10
SRR11092059,stem_loop,27.989690721649485,0.0007192465348728485,19,25
SRR11092060,E,2.3859649122807016,,28,0
SRR11092060,M,10.904334828101645,0.0009852419017900692,23,18
SRR11092060,N,19.497619047619047,0.00044766142630554866,11,27
SRR11092060,ORF10,15.263157894736842,0.0,1,23
SRR11092060,ORF3a,4.993961352657005,0.0005576008150897358,12,1
SRR11092060,ORF6,11.17741935483871,0.0,3,19
SRR11092060,ORF7a,6.131147540983607,0.001887412926323472,25,3
SRR11092060,ORF7b,10.507575757575758,0.0,5,17
SRR11092060,ORF8,16.010928961748633,0.00018082656425980157,8,25
SRR11092060,S,7.560177917320774,0.0008455735998935067,21,11
SRR11092060,YP_009725297.1,5.298148148148148,0.0008826426761266011,22,2
SRR11092060,YP_009725298.1,7.8197492163009406,0.0003595248079885742,10,12
SRR11092060,YP_009725299.1,6.1566409597257925,0.0006555110208276978,13,4
SRR11092060,YP_009725300.1,6.900666666666667,0.0006690898625818283,14,7
SRR11092060,YP_009725301.1,8.900871459694988,0.0007064228566622393,16,15
SRR11092060,YP_009725302.1,8.589655172413794,0.0009978295546470286,24,13
SRR11092060,YP_009725303.1,7.020080321285141,0.0,0,8
SRR11092060,YP_009725304.1,13.117845117845118,0.002288860620775353,27,22
SRR11092060,YP_009725305.1,9.929203539823009,0.00022347979896655514,9,16
SRR11092060,YP_009725306.1,13.052757793764988,0.00011507922091294213,6,21
SRR11092060,YP_009725307.1,6.471906116642959,0.000679641384924927,15,6
SRR11092060,YP_009725308.1,15.618413754853023,0.0008312896109947941,20,24
SRR11092060,YP_009725309.1,8.834914611005692,0.0007153372682636524,17,14
SRR11092060,YP_009725310.1,6.252408477842004,0.001997389643281784,26,5
SRR11092060,YP_009725311.1,7.117449664429531,0.00012900709560667275,7,10
SRR11092060,YP_009725312.1,22.53846153846154,0.0,2,28
SRR11092060,3'UTR,7.043668122270742,0.0,4,9
SRR11092060,5'UTR,12.19622641509434,0.0007454856447957322,18,20
SRR11092060,stem_loop,16.5979381443299,0.0007903200949435772,19,26
SRR11092061,E,0.6052631578947368,,6,4
SRR11092061,M,1.1375186846038865,0.0,0,18
SRR11092061,N,2.9325396825396823,0.004684692474625501,5,27
SRR11092061,ORF10,2.3759398496240602,,7,24
SRR11092061,ORF3a,0.7958937198067633,,8,11
SRR11092061,ORF6,4.618279569892473,0.0,1,28
SRR11092061,ORF7a,2.912568306010929,0.0,2,26
SRR11092061,ORF7b,1.0378787878787878,,9,15
SRR11092061,ORF8,0.819672131147541,,10,12
SRR11092061,S,1.1276818419675563,,11,17
SRR11092061,YP_009725297.1,1.287037037037037,,12,19
SRR11092061,YP_009725298.1,0.2910135841170324,,13,0
SRR11092061,YP_009725299.1,0.695458440445587,0.0,3,7
SRR11092061,YP_009725300.1,0.5453333333333333,,14,3
SRR11092061,YP_009725301.1,0.6938997821350763,,15,6
SRR11092061,YP_009725302.1,1.9206896551724137,,16,22
SRR11092061,YP_009725303.1,1.0522088353413654,,17,16
SRR11092061,YP_009725304.1,0.4781144781144781,,18,1
SRR11092061,YP_009725305.1,0.9911504424778761,,19,14
SRR11092061,YP_009725306.1,0.7553956834532374,,20,10
SRR11092061,YP_009725307.1,0.9281650071123755,,21,13
SRR11092061,YP_009725308.1,1.6073211314475873,0.0044115858911593295,4,20
SRR11092061,YP_009725309.1,0.6413662239089184,,22,5
SRR11092061,YP_009725310.1,0.5279383429672447,,23,2
SRR11092061,YP_009725311.1,0.7460850111856824,,24,9
SRR11092061,YP_009725312.1,2.769230769230769,,25,25
SRR11092061,3'UTR,0.7161572052401747,,26,8
SRR11092061,5'UTR,1.6528301886792454,,27,21
SRR11092061,stem_loop,2.1030927835051547,,28,23
SRR11092062,E,46.62280701754386,0.0006093645792445068,1,0
SRR11092062,M,163.47533632286996,0.0014633654070100137,24,22
SRR11092062,N,234.6468253968254,0.0011491311492785776,11,28
SRR11092062,ORF10,217.7669172932331,0.0010460925663143778,8,27
SRR11092062,ORF3a,62.38405797101449,0.0014294237325274252,23,2
SRR11092062,ORF6,156.4784946236559,0.0007450098922369169,2,21
SRR11092062,ORF7a,80.02185792349727,0.001303514466360383,20,5
SRR11092062,ORF7b,132.8560606060606,0.000765811679171031,3,18
SRR11092062,ORF8,165.28142076502732,0.0008941550813397212,4,23
SRR11092062,S,108.49921507064364,0.001222302765246214,14,13
SRR11092062,YP_009725297.1,70.17777777777778,0.0015345232075780317,26,3
SRR11092062,YP_009725298.1,102.80041797283177,0.001201260754287733,12,11
SRR11092062,YP_009725299.1,88.70368466152527,0.0015068994726282717,25,8
SRR11092062,YP_009725300.1,73.30466666666666,0.0009318841151601296,6,4
SRR11092062,YP_009725301.1,126.52832244008715,0.0012960418612135666,19,17
